bigram,freq
"('speak', 'for')",2
"('that', 'b')",1
"('regular', 'sweater')",2
"('worn', 'different')",1
"('way', 'which')",5
"('for', 'stretching')",1
"('stretching', 'my')",1
"('snap', 'under')",1
"('under', 'each')",2
"('each', 'arm')",2
"('for', 'definition')",1
"('closure', 'didn')",1
"('got', 'yesterday')",1
"('in', 'mail')",1
"('mail', 'wore')",1
"('night', 'highly')",1
"('recommend', 'Soft')",1
"('cozy', 'every')",1
"('casually', 'only')",1
"('only', 'compliant')",2
"('compliant', 'is')",2
"('retro', 'look')",6
"('whimsical', 'retailer')",1
"('retailer', 'print')",1
"('shade', 'too')",1
"('problem', 'getting')",2
"('off', 'These')",1
"('snug', 'leg')",1
"('and', 'normal')",2
"('normal', 'waist')",1
"('color', 'When')",1
"('half', 'to')",1
"('cover', 'me')",3
"('romper', 'another')",1
"('another', 'go')",1
"('month', 'later')",1
"('too', 'cool')",2
"('pre', 'wedding')",1
"('wedding', 'brunch')",3
"('brunch', 'in')",1
"('in', 'dc')",1
"('dc', 'in')",1
"('october', 'i')",2
"('le', 'generous')",1
"('generous', 'if')",1
"('busted', 'i')",3
"('fun', 'so')",1
"('much', 'black')",3
"('fit', 'longer')",3
"('most', 'romper')",2
"('romper', 'which')",1
"('and', 'suggest')",2
"('suggest', 'trying')",2
"('trying', 'a')",4
"('waist', 'ha')",7
"('elastic', 'but')",1
"('snug', 'Quite')",1
"('Quite', 'possibly')",1
"('possibly', 'one')",1
"('flattering', 'beautiful')",4
"('and', 'effortlessly')",2
"('effortlessly', 'romantic')",1
"('romantic', 'dress')",2
"('sweet', 'surprise')",1
"('silk', 'slip')",3
"('same', 'print')",1
"('outside', 'shell')",1
"('shell', 'and')",2
"('lovely', 'that')",1
"('wearing', 'something')",5
"('something', 'short')",1
"('sweet', 'you')",1
"('own', 'dress')",2
"('smaller', 'bustline')",1
"('bustline', 'and')",2
"('hip', 'you')",2
"('s', 'cr')",1
"('cr', 'I')",1
"('been', 'hesitant')",2
"('on', 'romper')",1
"('in', 'part')",2
"('part', 'because')",1
"('seem', 'complicated')",1
"('complicated', 'and')",1
"('also', 'too')",2
"('too', 'worry')",1
"('worry', 'that')",3
"('like', 'mutton')",1
"('mutton', 'disguised')",1
"('disguised', 'a')",1
"('a', 'lamb')",1
"('lamb', 'in')",1
"('them', 'however')",2
"('romper', 'and')",5
"('felt', 'glamorous')",1
"('glamorous', 'like')",1
"('betty', 'grable')",1
"('grable', 'in')",1
"('cute', 'cheesecake')",1
"('cheesecake', 'photograph')",1
"('photograph', 'i')",1
"('since', 'received')",2
"('am', 'too')",1
"('too', 'one')",3
"('one', 'foot')",1
"('foot', 'in')",1
"('the', 'grave')",1
"('grave', 't')",1
"('t', 'These')",5
"('for', 'crisp')",1
"('crisp', 'fall')",1
"('up', 'recommended')",1
"('recommended', 'for')",2
"('sale', 'under')",2
"('under', '20')",1
"('20', 'dollar')",1
"('dollar', 'but')",1
"('roomy', 'irl')",1
"('irl', 'i')",1
"('large', 'vanity')",1
"('vanity', 'sizing')",4
"('cami', 'highly')",1
"('recommend', 'Buy')",1
"('Buy', 'it')",1
"('care', 'what')",1
"('loved', 'wearing')",4
"('florida', 'i')",3
"('it', 'happy')",2
"('happy', 'very')",1
"('purchase', 'After')",1
"('After', 'multiple')",1
"('multiple', 'purchase')",1
"('and', 'return')",4
"('return', 'from')",1
"('other', 'site')",2
"('splurge', 'on')",5
"('my', 'college')",3
"('college', 'graduation')",4
"('graduation', 'located')",1
"('located', 'beach')",1
"('beach', 'side')",1
"('have', 'hoped')",2
"('flattering', 'loose')",1
"('loose', 'tight')",1
"('overlay', 'ensure')",1
"('silk', 'lay')",1
"('feather', 'the')",1
"('slight', 'train')",1
"('train', 'back')",1
"('add', 'elegance')",2
"('otherwise', 'casual')",1
"('casual', 'floral')",1
"('romper', 'once')",1
"('on', 'feel')",1
"('find', 'bending')",1
"('bending', 'forward')",1
"('on', 'tiny')",1
"('tiny', 'complaint')",1
"('top', 'snap')",1
"('snap', 'show')",1
"('show', 'even')",1
"('when', 'closed')",1
"('closed', 'that')",1
"('is', 'minor')",1
"('minor', 'the')",1
"('rest', 'is')",2
"('all', 'good')",3
"('transition', 'perfectly')",1
"('have', 'suggested')",3
"('were', 'loose')",5
"('little', 'around')",2
"('exchange', 'them')",2
"('perfect', 'Needed')",1
"('Needed', 'a')",1
"('grey', 'pant')",1
"('my', 'jewel')",1
"('jewel', 'colored')",1
"('top', 'hei')",1
"('disappoint', 'they')",1
"('doe', 'them')",1
"('like', 'comfort')",1
"('comfort', 'you')",1
"('you', 'certainly')",1
"('certainly', 'will')",1
"('them', 'year')",1
"('round', 'except')",1
"('not', 'hesitate')",3
"('picked', 'these')",4
"('these', 'up')",3
"('day', 'looking')",1
"('jean', 'alternative')",1
"('alternative', 'i')",2
"('of', 'slim')",2
"('not', 'skinny')",3
"('far', 'after')",2
"('in', 'good')",4
"('so', 'crisp')",1
"('lot', 'they')",1
"('A', 'fun')",2
"('fun', 'casual')",2
"('casual', 'romper')",1
"('my', 'thing')",3
"('thing', 'which')",1
"('with', 'darker')",1
"('skin', 'like')",2
"('appeal', 'look')",1
"('quirky', 'romper')",1
"('a', 'contortion')",1
"('contortion', 'act')",1
"('act', 'to')",1
"('into', 'and')",2
"('when', 'in')",2
"('well', 'is')",2
"('cute', 'Really')",1
"('Really', 'this')",1
"('top', 'feel')",4
"('wonderfully', 'expensive')",1
"('expensive', 'soft')",1
"('silk', 'knit')",1
"('it', 'making')",3
"('a', 'tendency')",4
"('tendency', 'to')",4
"('fall', 'towards')",1
"('body', 'even')",3
"('buy', 'your')",2
"('fit', 'taller')",1
"('taller', 'woman')",3
"('woman', 'easily')",1
"('total', 'length')",1
"('i', 'sup')",1
"('sup', 'I')",1
"('of', 'fitted')",1
"('fitted', 'cargo')",1
"('cargo', 'i')",1
"('a', '25p')",3
"('25p', 'since')",1
"('that', 'what')",4
"('quite', 'fitted')",2
"('fitted', 'like')",1
"('may', 'prefer')",1
"('lovely', 'neutral')",2
"('timeless', 'so')",1
"('fit', 'easily')",1
"('stylish', 'that')",2
"('weekend', 'to')",1
"('nyc', 'for')",1
"('in', 'lime')",1
"('lime', 'and')",1
"('sleeve', 'hence')",1
"('hence', 'giving')",1
"('4', 'start')",1
"('start', 'for')",1
"('the', 'struggle')",2
"('struggle', 'is')",1
"('silky', 'so')",1
"('feel', 'cool')",3
"('wearing', 'pjs')",1
"('pjs', 'it')",1
"('bow', 'just')",2
"('so', 'flat')",2
"('4', 'between')",1
"('between', '135')",3
"('curvy', 'very')",1
"('busty', 'specifically')",1
"('specifically', 'a')",1
"('beautiful', 'coat')",1
"('coat', 'no')",1
"('ha', 'mentioned')",1
"('how', 'beautifully')",2
"('pattern', 'match')",1
"('match', 'even')",1
"('even', 'across')",1
"('arm', 'coordinating')",1
"('coordinating', 'with')",1
"('lower', 'button')",2
"('it', 'allows')",4
"('and', 'contributes')",1
"('contributes', 'to')",2
"('casual', 'slouch')",1
"('slouch', 'the')",1
"('slight', 'dark')",1
"('dark', 'spot')",1
"('spot', 'above')",1
"('above', 'both')",1
"('both', 'pocket')",1
"('this', 'appears')",1
"('a', 'sewer')",1
"('sewer', 's')",1
"('s', 'mark')",1
"('mark', 'for')",1
"('for', 'placement')",1
"('have', 'figured')",1
"('figured', 'out')",3
"('to', 'disguise')",3
"('disguise', 'it')",2
"('without', 'marring')",1
"('marring', 'the')",1
"('but', 'second')",1
"('second', 'item')",1
"('with', 'mark')",1
"('mark', 'quality')",1
"('quality', 'control')",1
"('keeping', 'th')",1
"('or', 'bind')",1
"('bind', 'in')",1
"('the', 'bias')",3
"('bias', 'it')",1
"('for', 'party')",1
"('work', 'depending')",1
"('the', 'setting')",1
"('very', 'muted')",1
"('shirt', 'drape')",1
"('beautifully', 'forgiving')",1
"('forgiving', 'fabric')",1
"('beautiful', 'taupe')",1
"('taupe', 'it')",2
"('underneath', 'true')",1
"('size', 'The')",3
"('feel', 'luxurious')",3
"('luxurious', 'definitely')",1
"('need', 'ironing')",2
"('ironing', 'before')",1
"('before', 'wear')",1
"('care', 'who')",1
"('who', 'know')",1
"('medium', 'brown')",1
"('bulky', 'at')",3
"('all', 'warm')",1
"('135lbs', 'curvy')",4
"('right', 'try')",1
"('promise', 'you')",2
"('love', 'Not')",1
"('Not', 'usually')",1
"('turtleneck', 'even')",1
"('turtleneck', 'but')",2
"('smidge', 'longer')",1
"('build', '34c')",1
"('coat', 'beautiful')",1
"('have', 'underneath')",1
"('flow', 'nice')",2
"('should', 'hug')",1
"('stunning', 'Saw')",1
"('ordered', 'immediately')",2
"('person', 'stunning')",2
"('stunning', 'hemline')",1
"('of', 'teal')",2
"('teal', 'i')",2
"('size', 'While')",1
"('do', 'love')",16
"('wrap', 'doe')",1
"('not', 'lay')",1
"('a', 'smooth')",3
"('adjust', 'frequently')",1
"('frequently', 'when')",1
"('when', 'transitioning')",1
"('a', 'sitting')",1
"('sitting', 'to')",1
"('to', 'standing')",2
"('standing', 'position')",1
"('position', 'nice')",1
"('super', 'yummy')",1
"('yummy', 'i')",1
"('something', 'stylish')",2
"('warm', 'at')",2
"('time', 'definitely')",1
"('definitely', 'wa')",1
"('garment', 'highlight')",1
"('highlight', 'i')",1
"('ever', 'do')",1
"('do', 'ruffle')",1
"('ruffle', 'i')",1
"('36ddd', 'but')",1
"('laid', 'so')",1
"('vertical', 'ruffle')",1
"('than', 'flat')",2
"('knit', 'back')",1
"('necklace', 'blazer')",1
"('there', 'had')",4
"('bit', 'broad')",1
"('reviewer', 'mention')",2
"('mention', 'but')",1
"('it', 'tailored')",4
"('gorgeous', 'coat')",2
"('coat', 'break')",1
"('break', 'up')",1
"('any', 'boring')",1
"('boring', 'winter')",1
"('winter', 'outfit')",1
"('outfit', 'so')",2
"('professional', 'in')",1
"('ruffle', 'lie')",1
"('lie', 'nicely')",1
"('popped', 'back')",1
"('had', 'wondered')",1
"('petite', 'petite')",1
"('petite', '0')",3
"('read', 'however')",1
"('am', 'surprised')",3
"('surprised', 'some')",1
"('complained', 'about')",2
"('sleeve', 'being')",2
"('lapel', 'are')",1
"('first', 'moment')",1
"('the', 'catalogue')",1
"('catalogue', 'i')",2
"('to', 'gravitate')",1
"('toward', 'dark')",1
"('looked', 'timeless')",1
"('beautiful', 'like')",3
"('my', 'grandmother')",1
"('grandmother', 'would')",1
"('have', 'cherished')",1
"('cherished', 'and')",1
"('have', 'coveted')",1
"('coveted', 'i')",1
"('is', 'carefully')",1
"('carefully', 'lined')",1
"('mohair', 'is')",1
"('is', 'divinely')",1
"('divinely', 'soft')",1
"('but', 'come')",2
"('off', 'surprisingly')",1
"('surprisingly', 'chic')",2
"('chic', 'do')",1
"('for', 'heavy')",1
"('duty', 'weather')",1
"('chilly', 'wearing')",1
"('night', 'in')",2
"('in', 'la')",2
"('la', 'also')",1
"('also', 'heed')",1
"('heed', 't')",1
"('in', 'xxsp')",2
"('xxsp', 'only')",1
"('usually', 'pas')",1
"('on', 'ruffle')",1
"('ruffle', 'but')",2
"('great', 'luckily')",1
"('be', 'converted')",1
"('converted', 'from')",1
"('ruffle', 'lay')",1
"('taupe', 'but')",1
"('beautiful', 'too')",2
"('well', 'Shirtdresses')",1
"('Shirtdresses', 'are')",1
"('weather', 'favorite')",1
"('surely', 'make')",2
"('way', 'into')",3
"('outer', 'cotton')",1
"('color', 'cornflower')",1
"('is', 'endlessly')",1
"('endlessly', 'flattering')",1
"('many', 'complexion')",1
"('the', 'handkerchief')",2
"('handkerchief', 'hemline')",1
"('appropriate', 'per')",1
"('per', 'a')",1
"('ensure', 'a')",1
"('did', 'overall')",1
"('not', 'totally')",1
"('still', 'great')",3
"('and', 'gar')",1
"('gar', 'I')",1
"('fantastic', 'deal')",2
"('really', 'on')",1
"('trend', 'such')",1
"('other', 'colorway')",1
"('colorway', 'a')",2
"('vest', 'kept')",1
"('kept', 'catching')",1
"('catching', 'my')",1
"('wa', 'ordering')",2
"('ordering', 'moth')",1
"('moth', 'cashmere')",1
"('cashmere', 'cowlneck')",2
"('cowlneck', 'sweater')",2
"('fabulous', 'when')",2
"('noticed', 'picture')",1
"('picture', 'posted')",1
"('posted', 'of')",2
"('of', 'woman')",3
"('wearing', 'both')",1
"('vest', 'needle')",1
"('sight', 'but')",1
"('only', 'after')",2
"('see', 'coat')",1
"('street', 'not')",1
"('a', 'cookie')",1
"('cookie', 'cutter')",1
"('cutter', 'it')",1
"('yet', 'warm')",2
"('gorgeous', 'ochre')",1
"('ochre', 'colored')",1
"('colored', 'lining')",1
"('lining', 'making')",1
"('standout', 'when')",1
"('is', 'revealed')",1
"('revealed', 'it')",1
"('what', 'most')",1
"('reviewer', 'complain')",2
"('tried', 'size')",3
"('2', 'Google')",1
"('Google', 'mr')",1
"('mr', 'burn')",1
"('burn', 'see')",1
"('my', 'vest')",1
"('vest', 'because')",3
"('s', 'me')",1
"('me', 'wearing')",3
"('vest', 'dancing')",1
"('house', 'singing')",1
"('singing', 'because')",1
"('wonderful', 'my')",1
"('my', 'three')",2
"('three', 'year')",2
"('old', 'nephew')",1
"('nephew', 'declared')",1
"('declared', 'it')",1
"('and', 'anytime')",1
"('anytime', 'i')",5
"('it', 'he')",1
"('he', 'cuddle')",1
"('cuddle', 'up')",1
"('vest', 'bonus')",1
"('warm', 'machine')",1
"('a', 'onesie')",2
"('onesie', 'made')",1
"('m', 'ecstatic')",1
"('ecstatic', 'about')",1
"('strongly', 'suggest')",1
"('suggest', 'ordering')",4
"('fit', 'may')",2
"('completely', 'off')",1
"('spectacular', 'the')",1
"('to', 'follow')",1
"('follow', 'the')",1
"('wa', 'hanging')",2
"('rack', 'by')",1
"('too', 'run')",1
"('deep', 'emerald')",3
"('nice', 'you')",2
"('occasion', 'this')",2
"('gorgeous', 'with')",5
"('skirt', 'true')",2
"('This', 'windowpane')",1
"('styling', 'including')",1
"('placement', 'the')",2
"('beautiful', 'fall')",5
"('fall', 'brown')",1
"('brown', 'lining')",1
"('warm', 'over')",2
"('two', 'friend')",1
"('friend', 'have')",2
"('already', 'purchased')",1
"('normally', 'might')",1
"('might', 'take')",1
"('had', 'problem')",1
"('have', 'Best')",1
"('amazing', 'buy')",1
"('The', 'smocking')",1
"('smocking', 'is')",2
"('xx', 'for')",2
"('layering', 'length')",1
"('armhole', 'fit')",1
"('blue', 'The')",1
"('6', '130lb')",1
"('little', 'stretchy')",3
"('so', 'mold')",1
"('mold', 'to')",4
"('fitted', 'no')",2
"('no', 'stitching')",1
"('stitching', 'along')",1
"('the', 'seems')",1
"('seems', 'make')",1
"('jean', 'classy')",1
"('dressy', 'shirt')",1
"('shirt', 'Love')",2
"('a', 'make')",1
"('jean', 'color')",1
"('reviewer', 'described')",2
"('described', 'them')",1
"('were', 'fabulous')",2
"('normal', 'ag')",1
"('ag', 'fit')",1
"('exchanging', 'them')",2
"('size', 'really')",1
"('so', 'lucky')",3
"('they', 'weren')",5
"('6', '2')",2
"('and', 'athletically')",1
"('athletically', 'built')",1
"('built', 'and')",2
"('beauty', 'ha')",2
"('dress', 'allows')",1
"('but', 'loose')",6
"('so', 'your')",6
"('body', 'doesn')",1
"('look', 'lost')",1
"('material', 'you')",1
"('best', 'top')",2
"('casual', 'what')",1
"('pictured', 'is')",4
"('get', 'if')",1
"('round', 'the')",4
"('not', 'outrageous')",1
"('outrageous', 'and')",1
"('seems', 'it')",2
"('could', 'last')",2
"('one', 'season')",4
"('season', 'Take')",1
"('Take', 'a')",1
"('instagram', 'the')",1
"('this', 'website')",2
"('and', 'bridal')",1
"('bridal', 'irl')",1
"('gorgeous', 'ivory')",1
"('ivory', 'tone')",1
"('tone', 'that')",2
"('leather', 'and')",5
"('comfortably', 'if')",1
"('135', '36c')",1
"('36c', '38')",1
"('8', 'I')",5
"('0', '100lbs')",1
"('100lbs', 'and')",1
"('the', '25petite')",1
"('25petite', 'my')",1
"('exactly', 'right')",1
"('length', 'skinny')",1
"('they', 'taper')",1
"('taper', 'perfectly')",1
"('perfectly', 'no')",2
"('hemming', 'required')",2
"('feel', 'durable')",3
"('durable', 'and')",4
"('quality', 'two')",1
"('two', 'suggestion')",1
"('suggestion', 'for')",1
"('for', 'improvement')",1
"('improvement', '1')",1
"('uniform', 'dark')",1
"('the', 'fadng')",1
"('fadng', 'and')",1
"('and', 'whiskering')",1
"('whiskering', 'is')",1
"('is', 'barely')",1
"('barely', 'noticeable')",1
"('noticeable', '2')",1
"('also', 'wish')",1
"('d', 'place')",1
"('butt', 'pocket')",1
"('higher', 'especia')",1
"('especia', 'Great')",1
"('any', 'time')",3
"('right', 'foot')",1
"('foot', 'wear')",1
"('a', 'fluid')",1
"('fluid', 'jersey')",1
"('jersey', 'that')",2
"('substantial', 'scoop')",1
"('scoop', 'which')",1
"('even', 'pause')",1
"('pause', 'over')",1
"('line', 'a')",3
"('dress', 'now')",3
"('now', 'well')",1
"('at', 'lenox')",1
"('lenox', 'atlanta')",1
"('atlanta', 'which')",1
"('petite', 'department')",1
"('department', 'had')",1
"('window', 'with')",3
"('jacket', 'being')",1
"('lace', 'geek')",1
"('geek', 'i')",1
"('dressy', 'dressed')",1
"('great', 'window')",1
"('display', 'idea')",1
"('dress', 'except')",2
"('except', 'wash')",1
"('ivory', 'that')",1
"('that', 'vintage')",1
"('vintage', 'sepia')",1
"('sepia', 'photo')",1
"('look', 'ivory')",1
"('ivory', 'the')",1
"('lovely', 'ivory')",2
"('ivory', 'too')",1
"('jean', 'my')",2
"('nice', 'like')",1
"('like', 'skinny')",2
"('had', 'gone')",2
"('be', 'legging')",1
"('much', 'all')",2
"('day', 'slightly')",1
"('jean', 'They')",1
"('my', 'fatty')",1
"('fatty', 'belly')",1
"('good', 'comfy')",1
"('comfy', 'nice')",1
"('not', 'cheezy')",1
"('cheezy', 'with')",1
"('normally', 'pay')",4
"('pay', 'but')",2
"('them', 'It')",2
"('that', 'depends')",2
"('did', 'make')",3
"('garment', 'somewhat')",1
"('somewhat', 'le')",1
"('le', 'comfortable')",1
"('being', 'tighter')",1
"('tighter', 'but')",2
"('tight', 'my')",1
"('have', 'alleviated')",1
"('alleviated', 'this')",1
"('have', 'left')",1
"('and', 'deal')",1
"('fabric', 'slightly')",1
"('slightly', 'digging')",1
"('my', 'This')",1
"('shower', 'out')",1
"('nice', 'day')",1
"('day', 'Just')",1
"('slip', 'the')",5
"('print', 'everything')",1
"('it', 'Best')",1
"('Best', 'dress')",1
"('ever', 'maeve')",1
"('maeve', 'doe')",2
"('again', 'tt')",1
"('season', 'here')",1
"('in', 'sacramento')",1
"('sacramento', 'love')",1
"('cardigan', 'Such')",1
"('m', 'large')",2
"('busted', 'dd')",1
"('slip', 'thankfully')",1
"('thankfully', 'fit')",1
"('dress', 'come')",3
"('a', 'photographed')",1
"('photographed', 'on')",1
"('model', 'highly')",1
"('recommend', 'Saw')",1
"('i', 'paid')",8
"('price', 'while')",1
"('t', 'functional')",1
"('functional', 'it')",1
"('6', '122')",2
"('122', 'and')",3
"('x', 'Can')",1
"('Can', 'dress')",1
"('legging', 'under')",2
"('leg', 'warm')",3
"('warm', 'since')",1
"('live', 'near')",3
"('the', 'ocean')",3
"('ocean', 'this')",1
"('new', 'standard')",1
"('standard', 'summer')",1
"('xx', 'since')",1
"('petite', 'weighing')",1
"('weighing', '95lbs')",1
"('95lbs', 'and')",2
"('stand', '5')",3
"('1', 'This')",1
"('This', 'tshirt')",1
"('tshirt', 'hit')",1
"('feel', 'top')",1
"('flow', 'enough')",1
"('with', 'bust')",2
"('for', 'southwest')",1
"('southwest', 'florida')",1
"('florida', 'Absolutely')",1
"('9', '138lbs')",2
"('138lbs', 'purchased')",1
"('knee', 'ha')",1
"('fun', 'flow')",1
"('chest', 'detail')",1
"('detail', 'cute')",1
"('amazing', 'So')",2
"('So', 'cute')",8
"('wonderful', 'word')",1
"('cold', 'which')",1
"('out', 'fine')",3
"('now', 'basically')",1
"('no', 'washing')",2
"('washing', 'instruction')",2
"('instruction', 'on')",1
"('slip', 'but')",2
"('ok', 'under')",1
"('half', 'slip')",3
"('bottom', 'This')",2
"('detail', 'Love')",1
"('dress', 'bodice')",1
"('at', 'bottom')",3
"('give', 'is')",1
"('cute', 'layered')",2
"('are', 'button')",3
"('front', 'see')",1
"('see', 'pic')",2
"('not', 'button')",2
"('the', 'hippy')",2
"('hippy', 'side')",1
"('side', 'physically')",1
"('physically', 'hippy')",1
"('hippy', 'that')",1
"('of', 'downplaying')",1
"('downplaying', 'my')",1
"('photo', 'would')",2
"('or', 'military')",1
"('130lbs', '32b')",1
"('32b', 'chest')",2
"('chest', 'The')",1
"('typical', 'left')",1
"('center', 'sizing')",1
"('wearing', 'bracelet')",1
"('bracelet', 'it')",1
"('trendy', 'and')",6
"('while', 'forgiving')",1
"('forgiving', 'in')",5
"('maternity', 'or')",1
"('baggy', 'it')",2
"('dress', 'b')",1
"('c', 'once')",1
"('it', 'cool')",6
"('jacket', 'cardi')",1
"('cardi', 'booty')",1
"('booty', 'etc')",1
"('7', '36dd')",1
"('36dd', 'but')",1
"('definitely', 'couldn')",2
"('c', 'then')",1
"('too', 'bi')",1
"('bi', 'Citizens')",1
"('Citizens', 'of')",1
"('humanity', 'jean')",2
"('prefer', 'high')",1
"('rise', 'this')",2
"('the', 'clean')",1
"('clean', 'line')",2
"('line', 'plain')",1
"('plain', 'design')",1
"('comfortable', 'substantial')",1
"('not', 'constantly')",1
"('constantly', 'pulling')",1
"('pulling', 'these')",1
"('jean', 'up')",1
"('shape', 'really')",3
"('tt', 'Could')",1
"('arrived', 'jumper')",1
"('jumper', 'are')",1
"('are', 'tricky')",1
"('tricky', 'in')",1
"('can', 'ride')",1
"('and', 'become')",4
"('become', 'unflattering')",1
"('unflattering', 'not')",1
"('lb', 'being')",1
"('of', 'losing')",2
"('would', 'rather')",2
"('rather', 'it')",2
"('love', 'There')",1
"('There', 'aren')",1
"('t', 'enough')",3
"('enough', 'great')",4
"('great', 'word')",1
"('describe', 'this')",1
"('purchase', 'everything')",1
"('perfection', 'not')",2
"('tight', 'slip')",1
"('strap', 'snap')",2
"('snap', 'closure')",2
"('closure', 'to')",1
"('place', 'at')",1
"('shoulder', 'not')",3
"('cut', 'hit')",2
"('short', 'light')",1
"('weight', 'flattering')",1
"('flattering', 'etc')",1
"('washable', 'can')",1
"('down', 'could')",1
"('pair', 'wi')",1
"('Great', 'pop')",1
"('the', 'rosy')",1
"('rosy', 'color')",1
"('beautifully', 'may')",1
"('down', 'light')",1
"('alone', 'for')",2
"('a', 'we')",3
"('mauve', 'dress')",2
"('weekend', 'during')",2
"('during', 'their')",1
"('their', '20')",1
"('absolutely', 'can')",1
"('not', 'say')",4
"('feminine', 'once')",1
"('one', 'also')",1
"('too', 'such')",1
"('to', 'party')",1
"('party', 'date')",1
"('night', 'friend')",1
"('friend', 'outing')",1
"('outing', 'we')",1
"('to', 'california')",1
"('california', 'in')",2
"('in', 'september')",1
"('september', 'and')",2
"('from', 'moving')",1
"('moving', 'to')",1
"('great', 'right')",3
"('temp', 'but')",1
"('fall', 'outfit')",2
"('see', 'with')",1
"('open', 'in')",4
"('through', 'maybe')",1
"('strap', 'some')",1
"('some', 'at')",2
"('rate', 'it')",2
"('have', 'reviewed')",1
"('reviewed', 'i')",1
"('shaped', '36b')",1
"('36b', 'bust')",1
"('me', 'grab')",1
"('this', 'before')",6
"('becomes', 'iso')",1
"('iso', 'I')",1
"('I', 'caught')",1
"('caught', 'a')",2
"('a', 'sneak')",1
"('sneak', 'peak')",1
"('peak', 'of')",1
"('retailer', 'instagram')",1
"('instagram', 'page')",1
"('page', 'and')",2
"('how', 'bold')",1
"('s', 'ultra')",2
"('underneath', 'ha')",1
"('prettiest', 'embroidered')",1
"('embroidered', 'print')",1
"('overlay', 'is')",3
"('is', 'hemmed')",1
"('hemmed', 'with')",1
"('little', 'lace')",1
"('lace', 'peekaboo')",1
"('peekaboo', 'and')",1
"('i', 'wen')",1
"('wen', 'The')",1
"('print', 'layer')",1
"('dress', 'remind')",1
"('the', '1990')",1
"('1990', 's')",1
"('is', 'voluminous')",3
"('reviewer', 'feel')",1
"('embroidered', 'slip')",1
"('quite', 'the')",5
"('cherry', 'on')",1
"('that', 'styling')",1
"('detail', '140')",1
"('36dd', '5')",1
"('chose', 'medium')",2
"('m', 'older')",1
"('length', 'Thin')",1
"('Thin', 'for')",1
"('this', 'late')",2
"('late', 'in')",2
"('t', 'top')",1
"('legging', 'run')",2
"('large', 'love')",2
"('the', 'unconnected')",1
"('unconnected', 'slip')",1
"('slip', '5')",1
"('star', 'Got')",1
"('keeper', 'the')",1
"('the', 'coldest')",1
"('coldest', 'day')",1
"('of', 'winter')",4
"('wear', 'today')",1
"('easily', 'transition')",5
"('into', 'cool')",1
"('all', 'just')",2
"('order', 'x')",2
"('for', 'loose')",1
"('for', 'close')",1
"('fitting', 'style')",5
"('started', 'buying')",1
"('buying', 'maeve')",1
"('dress', 'about')",1
"('about', 'five')",2
"('love', 'every')",3
"('every', 'last')",1
"('week', 'size')",1
"('birthday', 'treat')",2
"('so', 'wonderfully')",2
"('wonderfully', 'light')",1
"('light', 'during')",1
"('the', 'week')",4
"('week', 'of')",2
"('of', '99')",1
"('99', 'f')",1
"('f', 'heat')",1
"('the', 'district')",1
"('district', 'it')",1
"('in', 'appearance')",1
"('appearance', 'yet')",1
"('s', 'awesome')",1
"('awesome', 'just')",1
"('the', 'lone')",1
"('lone', 'dissenter')",1
"('dissenter', 'but')",1
"('dark', 'cami')",1
"('underneath', 'really')",1
"('eyelet', 'pop')",1
"('the', 'clasp')",4
"('clasp', 'a')",2
"('work', 'b')",1
"('my', 'faves')",2
"('faves', 'right')",1
"('now', 'The')",1
"('The', 'essence')",1
"('essence', 'of')",1
"('of', 'femininity')",1
"('femininity', 'simply')",1
"('you', 'begin')",1
"('you', 'become')",1
"('become', 'drawn')",1
"('look', 'closer')",1
"('closer', 'and')",1
"('slip', 'with')",4
"('it', 'creamy')",1
"('creamy', 'detailed')",1
"('immediately', 'you')",1
"('dress', 'open')",1
"('tiny', 'set')",1
"('set', 'button')",1
"('you', 'soon')",1
"('soon', 'realize')",1
"('this', 'fine')",1
"('fine', 'piece')",1
"('art', 'continues')",1
"('continues', 'with')",1
"('soft', 'delicate')",1
"('delicate', 'chiffon')",1
"('trim', 'with')",1
"('bonus', 'layer')",1
"('finish', 'it')",3
"('on', 'sight')",1
"('always', 'hot')",1
"('every', 'jacket')",1
"('own', 'run')",1
"('me', 'around')",3
"('think', 'for')",1
"('else', 'your')",1
"('normal', 'jacket')",1
"('while', 'riding')",1
"('riding', 'on')",1
"('husband', 'motorcycle')",1
"('motorcycle', 'i')",1
"('chic', 'than')",2
"('than', 'typical')",1
"('typical', 'motorcycle')",1
"('motorcycle', 'woman')",1
"('they', 'block')",1
"('block', 'the')",1
"('wind', 'but')",1
"('stretchy', 'on')",1
"('friday', 'i')",1
"('sizing', 'I')",3
"('did', 'very')",2
"('work', 'loose')",1
"('loose', 'flattering')",1
"('be', 'noticed')",1
"('noticed', 'fit')",1
"('everything', 'Bought')",1
"('store', 'came')",1
"('blue', 'wish')",1
"('orange', 'maybe')",1
"('wear', 'might')",1
"('ever', 'Absolutely')",1
"('first', 'purchase')",2
"('site', 'and')",1
"('a', 'per')",1
"('better', 'definitely')",1
"('last', 'material')",1
"('heavenly', 'and')",2
"('double', 'layering')",1
"('layering', 'that')",1
"('surprise', 'very')",1
"('quality', 'stuff')",1
"('stuff', 'i')",2
"('fitting', 'true')",1
"('initially', 'walked')",1
"('by', 'these')",1
"('rack', 'then')",1
"('attendant', 'they')",1
"('purchasing', 'them')",1
"('leather', 'is')",1
"('and', 'sitting')",2
